8 16 15 29
13 21 9 26
10 19 7 29
12 21 17 25
2 14 1 9
10 21 11 28
2 17 21 28
7 17 6 11
12 17 1 12
15 22 12 21
2 19 14 21
13 18 19 27
5 19 7 11
12 22 4 26
9 15 17 25
5 15 1 23
7 12 4 22
8 17 21 27
1 16 19 27
11 22 20 25
5 14 2 8
13 18 3 11
2 20 7 26
11 21 5 24
11 15 4 21
6 14 3 11
12 22 2 27
11 16 9 22
13 22 10 26
11 17 20 28
12 20 20 26
8 16 7 17
10 20 5 27
9 14 18 26
13 18 20 25
8 21 6 23
1 11 9 29
6 19 5 18
4 12 12 27
2 21 13 22
8 22 5 15
12 20 17 28
7 18 3 7
11 23 18 24
14 23 11 20
3 19 8 24
1 17 13 24
5 20 10 22
10 15 14 22
14 21 12 28
4 11 12 23
8 17 3 7
1 16 12 20
1 10 16 22
14 22 14 29
1 11 21 28
9 14 20 26
15 19 1 16
11 20 13 18
13 19 11 22
7 18 3 17
6 16 2 17
8 19 2 28
10 23 20 27
12 21 6 25
11 16 22 27
3 10 9 23
10 17 11 26
10 16 10 24
4 11 20 28
11 19 12 20
2 20 17 23
7 23 16 23
7 13 4 14
7 12 5 22
6 19 15 27
1 15 3 20
5 13 16 22
14 18 1 17
2 7 18 24
10 18 16 21
5 16 6 22
1 15 6 25
2 16 20 24
11 21 8 27
10 14 4 15
1 12 9 23
6 21 13 23
13 18 8 28
4 21 3 26
11 18 3 11
0 23 16 29
6 12 8 19
13 21 1 19
14 20 4 26
9 21 11 25
1 14 15 22
2 16 15 25
4 15 10 30
4 16 20 26
7 15 17 30
13 20 8 20
3 14 13 22
2 15 4 15
2 11 6 21
1 6 12 17
14 18 2 16
8 21 1 23
10 20 17 29
4 16 16 22
11 22 4 17
8 17 22 27
7 19 14 24
8 20 8 18
14 23 15 24
4 13 1 15
9 20 17 27
5 16 11 17
6 19 12 29
6 21 11 20
14 23 9 16
0 11 19 28
2 18 5 16
11 17 12 18
10 15 18 29
6 20 8 18
13 21 0 4
2 12 4 21
13 20 4 24
1 16 13 19
3 16 16 24
12 19 9 17
3 10 6 18
11 16 7 13
3 15 3 11
2 20 18 24
2 15 8 20
5 20 8 30
15 21 4 15
14 21 16 24
4 21 13 19
10 22 6 24
0 17 11 25
3 13 2 8
7 15 14 27
6 13 9 23
14 18 8 29
0 13 19 25
4 13 18 26
11 16 15 21
11 22 10 15
13 20 21 29
4 9 20 25
9 22 11 22
7 22 15 28
4 14 14 20
7 20 20 25
2 15 18 22
8 23 7 12
4 14 11 19
1 6 16 28
8 20 1 29
15 21 3 27
8 23 5 11
12 19 15 28
9 18 3 18
4 18 20 27
11 18 8 28
12 17 19 24
3 15 1 19
1 11 20 27
2 7 6 28
7 18 14 20
14 22 3 7
10 16 16 29
10 20 1 18
10 14 4 10
5 19 1 7
4 22 8 20
6 15 19 28
4 10 5 9
10 18 9 27
5 11 1 30
14 18 10 14
1 6 3 24
13 18 7 21
13 19 10 25
3 8 16 22
1 9 5 12
0 7 0 21
1 23 3 10
10 20 14 20
11 22 2 20
6 19 3 9
1 11 7 27
7 19 1 7
14 21 1 27
0 16 19 29
11 20 4 20
2 23 19 27
2 17 19 27
5 20 20 27
2 15 18 22
14 20 6 29
14 22 8 28
3 21 19 24
3 16 9 15
2 17 9 25
13 19 9 20
13 17 17 21
8 13 11 27
12 22 4 26
8 17 6 29
11 16 10 29
2 19 10 29
2 21 6 16
6 12 7 30
9 22 7 14
13 21 15 24
10 20 16 27
0 20 20 28
4 22 5 15
10 22 22 27
1 17 12 19
11 17 14 19
11 16 13 30
13 17 0 19
2 14 11 19
3 8 11 22
7 18 5 19
6 15 8 15
11 18 20 30
7 14 21 25
10 18 14 24
6 16 15 24
12 17 9 25
0 16 12 28
6 13 16 26
8 21 10 15
7 15 19 25
2 15 6 21
0 22 7 27
8 13 20 28
6 15 11 25
1 14 6 28
11 23 0 26
11 23 19 26
1 5 9 18
5 16 9 14
6 13 18 28
8 23 13 18
13 21 6 14
1 21 21 29
7 16 14 28
9 14 2 15
9 17 3 11
3 12 18 23
4 10 15 25
7 14 21 28
9 17 9 24
2 9 8 21
6 16 2 11
11 22 17 22
8 18 18 27
9 13 5 27
6 18 12 21
2 7 0 9
12 18 20 29
3 18 19 25
3 17 7 14
5 20 19 24
2 18 15 23
7 20 15 28
11 19 9 28
1 15 2 25
3 9 3 28
2 20 19 29
1 14 21 29
13 22 21 27
12 16 12 30
4 8 1 28
1 14 11 16
15 20 13 18
8 21 17 29
5 20 2 18
14 19 15 28
4 9 12 24
10 18 13 24
9 20 1 7
1 14 11 25
7 13 6 17
0 15 19 23
14 19 11 20
7 21 4 22
13 23 14 30
6 18 19 27
6 11 19 24
11 19 11 22
0 5 17 25
6 21 15 26
14 19 21 27
12 21 11 23
12 22 22 29
11 16 6 21
14 20 20 25
0 7 1 13
6 19 11 23
2 11 4 13
12 22 18 24
4 21 4 16
2 7 8 29
4 15 21 29
2 19 8 21
11 21 15 19
6 11 5 28
2 10 8 25
7 20 17 28
5 18 15 30
4 15 3 9
2 10 1 14
2 20 21 30
9 14 8 18
12 20 17 29
3 12 4 23
3 9 7 14
4 14 0 6
3 11 19 28
13 23 14 19
3 13 10 18
11 17 1 15
6 13 3 18
4 15 10 22
13 21 12 30
8 14 20 29
6 22 3 29
6 14 12 20
6 20 6 15
7 13 10 15
8 13 5 10
12 23 5 24
4 21 11 22
11 18 11 21
10 21 7 24
5 20 5 17
13 18 3 8
7 22 4 27
3 14 10 18
7 15 19 29
0 9 2 22
14 19 9 19
10 20 4 11
0 4 18 26
0 15 15 25
14 22 12 24
13 19 8 23
9 19 17 29
2 17 3 9
1 20 11 18
10 22 9 24
5 20 1 23
9 22 4 26
14 21 19 25
8 15 12 22
6 17 3 16
11 23 18 25
13 22 13 17
14 19 8 27
15 21 13 26
14 20 12 22
14 20 5 12
14 21 6 17
5 14 7 23
14 22 3 11
3 16 20 26
4 12 3 11
9 18 13 26
14 22 4 20
12 19 10 30
7 19 4 12
9 20 15 29
5 13 3 22
2 8 10 25
14 19 8 16
2 15 7 11
1 15 12 16
11 19 10 25
10 14 20 27
9 19 1 26
1 21 7 20
10 17 3 15
9 22 21 29
15 23 13 18
0 13 11 19
0 21 20 27
11 23 16 30
6 13 18 25
10 16 21 26
3 19 14 26
10 17 14 23
13 22 4 20
14 18 12 28
2 12 15 28
8 19 10 22
9 19 1 6
2 9 10 18
2 22 8 28
2 7 20 30
15 21 10 27
6 23 3 24
14 20 2 21
9 17 7 26
6 18 3 15
5 22 11 20
7 21 0 27
3 18 11 26
6 20 15 29
11 22 13 29
2 21 1 20
3 13 1 26
5 21 9 20
5 9 18 24
6 13 4 22
8 13 18 23
10 19 19 25
10 15 12 27
10 18 15 29
8 15 4 23
11 21 2 30
8 21 14 18
15 20 16 21
0 17 19 27
0 8 8 18
14 20 6 13
4 9 20 25
13 20 6 22
9 16 20 28
12 17 5 30
14 19 21 30
14 19 14 19
14 20 6 19
8 16 0 10
1 14 15 27
2 6 13 20
8 12 5 30
14 19 12 25
13 22 10 28
3 12 21 29
7 20 9 17
5 21 17 30
15 19 14 19
14 22 20 26
8 20 4 22
4 17 6 13
7 17 5 15
1 18 2 16
5 22 0 29
5 17 1 10
4 19 15 19
5 19 3 9
12 18 1 25
1 7 8 18
10 15 9 19
9 19 22 28
1 23 11 23
10 21 21 27
14 18 7 12
0 17 13 27
3 11 10 18
2 16 20 25
6 11 13 30
1 15 2 8
1 5 0 11
8 15 4 20
13 19 12 27
1 8 13 29
11 22 4 26
13 23 6 29
7 18 2 22
6 14 8 17
10 19 16 23
3 10 21 28
7 16 17 24
5 15 16 25
7 13 12 27
5 17 7 21
5 23 12 23
9 17 10 23
7 21 20 26
6 12 22 28
3 21 21 27
7 18 21 28
12 19 16 21
5 17 2 9
8 16 19 24
0 21 16 26
10 16 9 27
11 16 18 22
7 16 12 28
13 18 10 26
11 17 11 22
7 22 10 27
13 21 2 29
2 6 19 25
0 14 17 28
11 20 21 25
7 22 8 29
11 16 15 22
1 22 4 17
3 10 3 23
3 17 21 27
8 19 7 22
12 16 12 21
6 13 7 15
12 23 6 28
12 23 16 21
1 23 13 21
7 12 2 9
5 18 6 24
0 10 8 20
1 17 7 22
1 7 4 16
7 15 11 21
4 11 6 19
6 15 18 24
5 15 3 9
0 9 13 20
5 19 21 29
6 17 18 28
3 20 3 14
14 21 10 19
14 19 20 28
